product_id,name,price,category,rating,order_date,customer_id,quantity,city,state,month
P079,Running Shoes 23,1146.54,Clothing,3.5,2025-11-01,CUST61046,1,Delhi,Delhi,2025-11
P080,Sleeping Bag 53,1044.08,Sports,4.8,2025-12-28,CUST73080,2,Delhi,Delhi,2025-12
P081,Hoodie Sweatshirt 21,1024.85,Clothing,3.7,2026-05-23,CUST35221,3,Mumbai,Maharashtra,2026-05
P082,Mechanical Keyboard 29,264.24,Electronics,4.9,2025-08-25,CUST56088,4,Pune,Maharashtra,2025-08
P083,LED Desk Lamp 30,294.45,Home,4.5,2025-03-28,CUST14388,5,Mumbai,Maharashtra,2025-03
P084,Self-Help Journal 36,1124.46,Books,5.0,2026-03-26,CUST18283,4,Delhi,Delhi,2026-03
P085,Standing Desk 83,665.16,Home,4.5,2025-12-07,CUST91469,2,Chennai,Tamil Nadu,2025-12
P086,Lip Balm Pack 4,155.24,Beauty,5.0,2026-01-14,CUST34187,4,Kolkata,West Bengal,2026-01
P087,Silk Tie 34,55.49,Clothing,4.4,2025-02-22,CUST79873,3,Hyderabad,Telangana,2025-02
P088,Standing Desk 56,790.42,Home,4.3,2025-06-18,CUST20997,5,Mumbai,Maharashtra,2025-06
P089,Python Coding Manual 33,63.43,Books,4.2,2026-02-19,CUST97939,5,Mumbai,Maharashtra,2026-02
P090,Hair Oil 88,936.93,Beauty,4.6,2026-03-26,CUST58463,4,Hyderabad,Telangana,2026-03
P091,Resistance Bands Set 47,564.09,Sports,4.9,2025-08-24,CUST13928,3,Kolkata,West Bengal,2025-08
P092,Diffuser 41,864.41,Home,3.7,2026-03-11,CUST74251,5,Mumbai,Maharashtra,2026-03
P093,Cookware Set 40,868.95,Home,4.0,2026-03-31,CUST15995,4,Bengaluru,Karnataka,2026-03
P094,Camping Tent 4-Person 71,170.7,Sports,4.1,2025-07-29,CUST52509,5,Delhi,Delhi,2025-07
P095,Startup Growth Guide 79,742.41,Books,4.1,2026-04-30,CUST96979,2,Delhi,Delhi,2026-04
P096,4K TV 37,277.97,Electronics,4.7,2025-06-05,CUST52440,3,Pune,Maharashtra,2025-06
P097,Lip Balm Pack 60,577.66,Beauty,4.5,2025-05-10,CUST16424,2,Delhi,Delhi,2025-05
P098,Clay Face Mask 95,225.57,Beauty,3.6,2026-01-04,CUST50769,4,Mumbai,Maharashtra,2026-01
P099,Lip Balm Pack 12,1065.03,Beauty,4.6,2025-12-10,CUST33046,3,Kolkata,West Bengal,2025-12
P100,Camping Tent 4-Person 29,1049.68,Sports,3.7,2025-03-17,CUST23767,5,Pune,Maharashtra,2025-03
P101,Smart Watch 61,796.98,Electronics,4.7,2026-03-26,CUST53216,5,Chennai,Tamil Nadu,2026-03
P102,Cookbook Recipes 81,750.91,Books,4.6,2025-04-18,CUST89450,5,Pune,Maharashtra,2025-04
P103,Kids Storybook 52,321.71,Books,4.5,2026-03-11,CUST59568,5,Bengaluru,Karnataka,2026-03
P104,Laptop Pro 100,556.13,Electronics,3.8,2025-01-04,CUST99544,2,Delhi,Delhi,2025-01
P105,Tennis Racket 7,727.27,Sports,4.9,2026-03-07,CUST82750,2,Mumbai,Maharashtra,2026-03
P106,Mechanical Keyboard 18,1043.02,Electronics,4.5,2026-03-01,CUST50404,3,Pune,Maharashtra,2026-03
P107,Lip Balm Pack 97,1159.5,Beauty,4.4,2026-02-26,CUST12087,2,Delhi,Delhi,2026-02
P108,Hiking Backpack 71,583.0,Sports,3.7,2025-12-26,CUST39154,1,Bengaluru,Karnataka,2025-12
P109,Kids Storybook 34,978.79,Books,4.8,2025-09-12,CUST96927,5,Bengaluru,Karnataka,2025-09
P110,Cookware Set 63,817.0,Home,3.9,2026-01-16,CUST18878,5,Delhi,Delhi,2026-01
P111,4K TV 31,357.59,Electronics,4.0,2025-05-30,CUST72175,3,Mumbai,Maharashtra,2025-05
P112,Moisturizing Cream 18,201.16,Beauty,4.1,2026-02-26,CUST82979,5,Chennai,Tamil Nadu,2026-02
P113,Cotton T-Shirt 9,542.83,Clothing,4.0,2025-10-28,CUST39437,5,Delhi,Delhi,2025-10
P114,Cookbook Recipes 8,273.63,Books,4.1,2025-09-05,CUST83026,4,Kolkata,West Bengal,2025-09
P115,Facial Cleanser 98,750.93,Beauty,4.2,2025-10-01,CUST95038,1,Chennai,Tamil Nadu,2025-10
P116,LED Desk Lamp 97,510.63,Home,4.8,2025-11-04,CUST50824,5,Pune,Maharashtra,2025-11
P117,Python Coding Manual 63,289.92,Books,4.2,2025-01-21,CUST94706,3,Hyderabad,Telangana,2025-01
P118,Gaming Mouse 44,871.51,Electronics,4.7,2025-03-17,CUST64491,5,Delhi,Delhi,2025-03
P119,Water Bottle Insulated 60,1195.88,Sports,5.0,2025-05-13,CUST51260,5,Hyderabad,Telangana,2025-05
P120,Facial Cleanser 51,771.9,Beauty,4.5,2025-03-03,CUST25404,3,Pune,Maharashtra,2025-03
P121,Gaming Mouse 18,1127.7,Electronics,3.8,2025-08-26,CUST92417,4,Pune,Maharashtra,2025-08
P122,Ergonomic Chair 42,279.88,Home,4.0,2025-12-27,CUST24832,5,Delhi,Delhi,2025-12
P123,History Biography 97,1236.85,Books,4.1,2025-12-20,CUST69183,5,Hyderabad,Telangana,2025-12
P124,Mechanical Keyboard 3,975.23,Electronics,3.6,2025-09-12,CUST45003,1,Mumbai,Maharashtra,2025-09
P125,Duo Coffee Maker 84,94.78,Home,4.9,2026-04-07,CUST12643,1,Chennai,Tamil Nadu,2026-04
P126,Smartphone X 32,263.96,Electronics,3.5,2025-11-02,CUST97972,5,Bengaluru,Karnataka,2025-11
P127,Cotton T-Shirt 17,618.78,Clothing,3.7,2025-02-12,CUST70305,3,Delhi,Delhi,2025-02
P128,Summer Dress 90,337.57,Clothing,4.1,2026-02-18,CUST70527,2,Kolkata,West Bengal,2026-02
P129,Moisturizing Cream 100,1066.17,Beauty,4.9,2025-11-07,CUST91367,4,Chennai,Tamil Nadu,2025-11
P130,VR Headset 4,1207.97,Electronics,4.4,2025-12-09,CUST15818,5,Mumbai,Maharashtra,2025-12
P131,Cookbook Recipes 92,262.63,Books,4.4,2025-11-02,CUST64769,4,Chennai,Tamil Nadu,2025-11
P132,Resistance Bands Set 14,908.16,Sports,4.0,2025-10-26,CUST88840,2,Pune,Maharashtra,2025-10
P133,Adjustable Dumbbells 73,1018.72,Sports,4.0,2025-02-18,CUST37559,5,Hyderabad,Telangana,2025-02
P134,Self-Help Journal 9,660.7,Books,4.0,2025-10-29,CUST32416,4,Pune,Maharashtra,2025-10
P135,Kids Storybook 14,566.97,Books,4.0,2026-03-06,CUST41420,1,Delhi,Delhi,2026-03
P136,Startup Growth Guide 56,233.91,Books,4.3,2025-06-14,CUST38493,5,Delhi,Delhi,2025-06
P137,Camping Tent 4-Person 79,1051.8,Sports,4.3,2025-11-22,CUST18749,4,Pune,Maharashtra,2025-11
P138,Kids Storybook 56,1074.49,Books,4.4,2025-01-17,CUST89436,5,Mumbai,Maharashtra,2025-01
P139,Duo Coffee Maker 12,366.92,Home,4.2,2025-07-07,CUST66109,1,Kolkata,West Bengal,2025-07
P140,Cookbook Recipes 44,43.13,Books,4.8,2025-08-24,CUST80332,2,Mumbai,Maharashtra,2025-08
P141,Summer Dress 28,465.13,Clothing,3.9,2026-06-15,CUST41118,4,Pune,Maharashtra,2026-06
P142,Diffuser 90,1144.85,Home,4.3,2025-04-26,CUST57523,2,Hyderabad,Telangana,2025-04
P143,Sunscreen SPF 50 11,318.3,Beauty,4.1,2025-05-30,CUST61447,1,Hyderabad,Telangana,2025-05
P144,Sunscreen SPF 50 89,622.05,Beauty,4.6,2025-08-09,CUST58677,3,Mumbai,Maharashtra,2025-08
P145,Mystery Thriller Book 12,386.73,Books,4.1,2026-06-21,CUST53539,1,Hyderabad,Telangana,2026-06
P146,Hoodie Sweatshirt 85,758.52,Clothing,4.2,2026-04-06,CUST67646,1,Mumbai,Maharashtra,2026-04
P147,Lip Balm Pack 55,1295.63,Beauty,4.3,2025-01-19,CUST17246,4,Kolkata,West Bengal,2025-01
P148,Slow Cooker 35,402.76,Home,3.8,2025-05-07,CUST45988,2,Mumbai,Maharashtra,2025-05
P149,Resistance Bands Set 41,160.69,Sports,4.3,2026-03-20,CUST85702,2,Pune,Maharashtra,2026-03
P150,Water Bottle Insulated 25,285.99,Sports,4.2,2025-02-01,CUST57658,1,Mumbai,Maharashtra,2025-02
P151,Camping Tent 4-Person 13,1083.41,Sports,3.9,2026-04-08,CUST17820,2,Bengaluru,Karnataka,2026-04
P152,Memory Foam Pillow 39,24.3,Home,4.3,2025-06-01,CUST98448,5,Chennai,Tamil Nadu,2025-06
P153,Robot Vacuum 7,722.04,Home,4.5,2026-05-11,CUST22139,5,Bengaluru,Karnataka,2026-05
P154,Summer Dress 14,1135.29,Clothing,4.4,2025-06-08,CUST52643,5,Delhi,Delhi,2025-06
P155,Kids Storybook 57,446.86,Books,4.9,2025-08-23,CUST77901,5,Bengaluru,Karnataka,2025-08
P156,Slow Cooker 15,1069.81,Home,4.1,2025-12-24,CUST43867,4,Mumbai,Maharashtra,2025-12
P157,VR Headset 81,894.26,Electronics,3.7,2025-03-10,CUST98290,4,Bengaluru,Karnataka,2025-03
P158,Perfume Eau de Toilette 11,1292.12,Beauty,3.7,2025-10-28,CUST81251,4,Bengaluru,Karnataka,2025-10
P159,Python Coding Manual 100,682.2,Books,4.2,2025-09-30,CUST28800,2,Chennai,Tamil Nadu,2025-09
P160,History Biography 76,1287.09,Books,4.0,2026-02-28,CUST17364,3,Pune,Maharashtra,2026-02
P161,Facial Cleanser 79,1248.37,Beauty,3.6,2026-06-22,CUST53103,5,Hyderabad,Telangana,2026-06
P162,Cotton T-Shirt 34,860.58,Clothing,3.7,2025-12-25,CUST50192,2,Pune,Maharashtra,2025-12
P163,Wool Scarf 10,208.54,Clothing,4.1,2025-08-09,CUST47918,2,Pune,Maharashtra,2025-08
P164,Tennis Racket 38,48.23,Sports,3.9,2025-08-08,CUST87151,3,Hyderabad,Telangana,2025-08
P165,Slow Cooker 10,895.47,Home,4.9,2025-08-14,CUST95612,4,Chennai,Tamil Nadu,2025-08
P166,Resistance Bands Set 55,154.51,Sports,3.8,2026-03-16,CUST49325,3,Mumbai,Maharashtra,2026-03
P167,Hoodie Sweatshirt 19,98.39,Clothing,3.7,2025-06-23,CUST88171,2,Kolkata,West Bengal,2025-06
P168,Diffuser 96,1072.56,Home,4.9,2025-04-01,CUST49768,5,Hyderabad,Telangana,2025-04
P169,Sci-Fi Epic Novel 60,897.14,Books,4.5,2025-06-30,CUST72438,1,Pune,Maharashtra,2025-06
P170,Cookware Set 70,644.96,Home,3.6,2025-01-13,CUST44039,1,Delhi,Delhi,2025-01
P171,Gaming Mouse 95,423.07,Electronics,3.9,2025-02-27,CUST48313,1,Delhi,Delhi,2025-02
P172,Smart Watch 87,1087.72,Electronics,4.4,2025-02-18,CUST90942,2,Delhi,Delhi,2025-02
P173,4K TV 74,58.05,Electronics,4.6,2026-02-21,CUST29021,4,Bengaluru,Karnataka,2026-02
P174,Kids Storybook 36,240.84,Books,4.4,2026-01-26,CUST98522,5,Chennai,Tamil Nadu,2026-01
P175,Tennis Racket 12,614.18,Sports,4.1,2026-01-12,CUST32713,1,Hyderabad,Telangana,2026-01
P176,Air Purifier 21,432.76,Home,4.5,2025-09-07,CUST83393,5,Pune,Maharashtra,2025-09
P177,Ergonomic Chair 98,717.82,Home,4.2,2026-01-23,CUST36861,4,Bengaluru,Karnataka,2026-01
P178,LED Desk Lamp 42,155.99,Home,4.7,2025-03-29,CUST29452,3,Delhi,Delhi,2025-03
P179,Facial Cleanser 85,1130.95,Beauty,4.2,2026-05-02,CUST99941,3,Chennai,Tamil Nadu,2026-05
P180,Smart Watch 67,474.13,Electronics,4.6,2025-09-28,CUST89573,2,Hyderabad,Telangana,2025-09
P181,Tennis Racket 98,72.78,Sports,3.9,2026-05-22,CUST11176,3,Hyderabad,Telangana,2026-05
P182,Hoodie Sweatshirt 57,1145.81,Clothing,4.2,2025-03-24,CUST96349,4,Delhi,Delhi,2025-03
P183,VR Headset 31,924.45,Electronics,4.0,2025-09-26,CUST50947,2,Chennai,Tamil Nadu,2025-09
P184,Tablet Air 53,126.6,Electronics,5.0,2026-01-12,CUST24838,5,Delhi,Delhi,2026-01
P185,Mechanical Keyboard 16,844.13,Electronics,3.7,2025-09-25,CUST49503,5,Chennai,Tamil Nadu,2025-09
P186,Camping Tent 4-Person 66,918.79,Sports,4.1,2025-08-29,CUST37285,2,Hyderabad,Telangana,2025-08
P187,Kids Storybook 32,597.07,Books,3.7,2025-03-31,CUST23318,5,Hyderabad,Telangana,2025-03
P188,Silk Tie 66,971.69,Clothing,3.7,2025-07-25,CUST97007,2,Kolkata,West Bengal,2025-07
P189,4K TV 99,1028.26,Electronics,4.1,2025-05-09,CUST61856,3,Pune,Maharashtra,2025-05
P190,Perfume Eau de Toilette 1,371.98,Beauty,3.9,2025-06-12,CUST44980,4,Mumbai,Maharashtra,2025-06
P191,Clay Face Mask 20,583.82,Beauty,4.2,2026-01-05,CUST52292,5,Kolkata,West Bengal,2026-01
P192,Cookware Set 98,709.19,Home,4.2,2025-12-07,CUST42378,4,Chennai,Tamil Nadu,2025-12
P193,Duo Coffee Maker 90,315.0,Home,4.1,2025-11-24,CUST23206,4,Pune,Maharashtra,2025-11
P194,Mystery Thriller Book 41,969.64,Books,4.6,2025-07-15,CUST72606,4,Hyderabad,Telangana,2025-07
P195,Cookbook Recipes 85,1031.35,Books,4.5,2026-06-03,CUST75831,2,Bengaluru,Karnataka,2026-06
P196,Summer Dress 5,169.35,Clothing,4.9,2025-02-17,CUST60173,1,Delhi,Delhi,2025-02
P197,Air Purifier 57,135.02,Home,4.9,2025-07-04,CUST99203,3,Kolkata,West Bengal,2025-07
P198,Wireless Earbuds 53,1132.98,Electronics,5.0,2025-03-05,CUST31868,2,Chennai,Tamil Nadu,2025-03
P199,Mechanical Keyboard 34,444.09,Electronics,4.5,2025-07-03,CUST70920,1,Hyderabad,Telangana,2025-07
P200,Adjustable Dumbbells 43,1108.92,Sports,4.8,2026-06-04,CUST82221,1,Pune,Maharashtra,2026-06
P201,Self-Help Journal 81,936.01,Books,4.6,2025-07-17,CUST80789,1,Bengaluru,Karnataka,2025-07
P202,Facial Cleanser 80,94.53,Beauty,4.4,2026-05-06,CUST79046,3,Hyderabad,Telangana,2026-05
P203,Duo Coffee Maker 96,122.94,Home,5.0,2025-09-25,CUST44068,5,Mumbai,Maharashtra,2025-09
P204,Adjustable Dumbbells 57,221.27,Sports,3.9,2026-01-13,CUST29604,4,Bengaluru,Karnataka,2026-01
P205,Smartphone X 42,1036.2,Electronics,3.9,2025-09-05,CUST45429,5,Delhi,Delhi,2025-09
P206,Ergonomic Chair 19,321.98,Home,4.1,2025-05-24,CUST83724,5,Hyderabad,Telangana,2025-05
P207,Water Bottle Insulated 22,232.53,Sports,4.4,2026-02-17,CUST25957,3,Chennai,Tamil Nadu,2026-02
P208,Python Coding Manual 64,1187.19,Books,3.7,2026-06-08,CUST15831,5,Chennai,Tamil Nadu,2026-06
P209,History Biography 59,336.38,Books,3.5,2025-05-23,CUST57315,4,Chennai,Tamil Nadu,2025-05
P210,History Biography 87,713.29,Books,3.6,2026-02-25,CUST13356,5,Delhi,Delhi,2026-02
P211,Diffuser 39,832.78,Home,4.1,2025-05-22,CUST20240,1,Mumbai,Maharashtra,2025-05
P212,Slow Cooker 39,263.78,Home,4.1,2026-01-23,CUST35725,3,Delhi,Delhi,2026-01
P213,Sci-Fi Epic Novel 31,499.48,Books,4.0,2026-03-03,CUST45705,2,Hyderabad,Telangana,2026-03
P214,LED Desk Lamp 3,1271.45,Home,4.5,2025-08-31,CUST48182,1,Chennai,Tamil Nadu,2025-08
P215,Robot Vacuum 73,1125.39,Home,4.7,2026-02-02,CUST83896,1,Bengaluru,Karnataka,2026-02
P216,VR Headset 96,648.76,Electronics,4.9,2025-05-28,CUST75036,1,Pune,Maharashtra,2025-05
P217,Duo Coffee Maker 78,1043.69,Home,3.8,2025-02-12,CUST11461,4,Delhi,Delhi,2025-02
P218,Silk Tie 33,883.02,Clothing,4.6,2025-02-22,CUST10644,3,Mumbai,Maharashtra,2025-02
P219,Water Bottle Insulated 81,131.72,Sports,4.4,2025-08-30,CUST92849,4,Chennai,Tamil Nadu,2025-08
P220,4K TV 57,49.16,Electronics,4.0,2026-05-03,CUST80391,1,Chennai,Tamil Nadu,2026-05
P221,Leather Boots 38,428.76,Clothing,4.1,2025-03-10,CUST44512,5,Pune,Maharashtra,2025-03
P222,Running Shoes 70,1140.13,Clothing,4.0,2025-09-04,CUST58777,5,Hyderabad,Telangana,2025-09
P223,Perfume Eau de Toilette 22,338.51,Beauty,4.7,2026-01-16,CUST41833,5,Bengaluru,Karnataka,2026-01
P224,History Biography 96,1132.28,Books,4.7,2025-04-20,CUST83669,2,Chennai,Tamil Nadu,2025-04
P225,Sci-Fi Epic Novel 19,981.86,Books,3.8,2026-01-25,CUST80234,5,Bengaluru,Karnataka,2026-01
P226,Hiking Backpack 72,479.3,Sports,4.7,2025-06-15,CUST24727,2,Mumbai,Maharashtra,2025-06
P227,4K TV 69,165.91,Electronics,4.1,2026-03-13,CUST65045,3,Kolkata,West Bengal,2026-03
P228,Camping Tent 4-Person 75,499.04,Sports,4.5,2025-11-09,CUST93877,4,Hyderabad,Telangana,2025-11
P229,Air Purifier 87,308.56,Home,3.5,2025-10-23,CUST58421,1,Pune,Maharashtra,2025-10
P230,Lip Balm Pack 79,292.44,Beauty,3.6,2025-04-06,CUST89836,4,Pune,Maharashtra,2025-04
P231,History Biography 84,534.32,Books,3.7,2025-09-08,CUST40555,5,Kolkata,West Bengal,2025-09
P232,4K TV 64,156.25,Electronics,3.9,2026-04-08,CUST46536,5,Chennai,Tamil Nadu,2026-04
P233,Hyaluronic Serum 50,593.01,Beauty,4.5,2025-01-11,CUST24053,2,Delhi,Delhi,2025-01
P234,Hiking Backpack 76,966.49,Sports,3.7,2026-02-14,CUST92957,3,Delhi,Delhi,2026-02
P235,Sci-Fi Epic Novel 63,802.64,Books,4.9,2025-09-24,CUST45765,2,Delhi,Delhi,2025-09
P236,Robot Vacuum 89,485.46,Home,4.2,2026-01-24,CUST53578,1,Delhi,Delhi,2026-01
P237,Slim Fit Jeans 13,1275.31,Clothing,4.1,2025-12-25,CUST71086,1,Chennai,Tamil Nadu,2025-12
P238,Sleeping Bag 8,521.18,Sports,3.8,2025-08-22,CUST86265,1,Pune,Maharashtra,2025-08
